name,rank,year_published,mechanics,categories,subdomains,playing_time,mfg_suggested_ages,user_suggested_ages,expansions,languages,honors,mfg_suggested_players,user_suggested_players,count_ratings,avg_ratings,std_deviation,count_views
Combat Commander: Europe,53,2006,"Campaign / Battle Card Driven, Hex-and-Counter, Simulation, Variable Phase Order","Wargame, World War II",Wargames,60180 minutes,12 and up,12 and up,"Combat Commander Tournament Battle Pack, Combat Commander: Battle Pack #1  Paratroopers, Combat Commander: Battle Pack #2  Stalingrad, Combat Commander: Battle Pack #3  Normandy",Extensive use of text - massive conversion needed to be playable,"2006 Charles S. Roberts Best Wargame Graphics Nominee, 2006 Charles S. Roberts Best World War II Boardgame Nominee, 2006 James F. Dunnigan Award Nominee, 2007 Golden Geek Best 2-Player Board Game Nominee",2,Best with 2 players,3816,7.94,1.69,878429
Star Realms,54,2014,"Card Drafting, Deck / Pool Building, Hand Management, Take That","Card Game, Fighting, Science Fiction",Strategy Games,20 minutes,12 and up,8 and up,"Star Realms: BGG Store Promo Set One, Star Realms: Cosmic Gambits, Star Realms: Crisis  Bases & Battleships, Star Realms: Crisis  Events",Some necessary text - easily memorized or small crib sheet,"2014 Golden Geek Best 2-Player Board Game Nominee, 2014 Golden Geek Best 2-Player Board Game Winner, 2014 Golden Geek Best Card Game Nominee, 2014 Golden Geek Best Card Game Winner",2,Best with 2 players,9456,7.72,1.24,522904
Railways of the World,55,2005,"Action Point Allowance System, Auction/Bidding, Card Drafting, Pick-up and Deliver","Trains, Transportation, Video Game Theme",Strategy Games,120 minutes,10 and up,12 and up,"Railways of England and Wales, Railways of Europe, Railways of Great Britain, Railways of Mexico",Moderate in-game text - needs crib sheet or paste ups,"2006 Golden Geek Best Family Board Game Nominee, 2006 Golden Geek Best Gamer's Board Game Nominee, 2006 International Gamers Awards - General Strategy, Multi-player Nominee, 2006 Juego del Ao Finalist",26,Best with 5 players,8589,7.72,1.34,808812
Steam,56,2009,"Auction/Bidding, Route/Network Building, Tile Placement","Economic, Trains, Transportation",Strategy Games,90 minutes,10 and up,12 and up,"Age of Steam Expansion: 1830's Pennsylvania / Northern California, Age of Steam Expansion: 1867 Georgia Reconstruction, South Carolina & Oklahoma Land Rush, Age of Steam Expansion: African Diamond Mines & Taiwan Cube Factories, Age of Steam Expansion: Alabama Railways, Antebellum Louisiana & Four Corners",No necessary in-game text,"2009 Golden Geek Best Gamers' Board Game Nominee, 2009 International Gamers Awards - General Strategy, Multi-player Nominee, 2010 Golden Geek Best Strategy Board Game Nominee, 2010 Lys Passion Finalist",35,Best with 45 players,6887,7.74,1.36,794535
Alchemists,57,2014,"Action Point Allowance System, Card Drafting, Hand Management, Memory","Deduction, Fantasy",Strategy Games,120 minutes,14 and up,12 and up,"Alchemists: Publisher, Alchemists: Ring of Favor Promo Card",Moderate in-game text - needs crib sheet or paste ups,"2014 Golden Geek Best Board Game Artwork & Presentation Nominee, 2014 Golden Geek Best Innovative Board Game Nominee, 2014 Golden Geek Best Strategy Board Game Nominee, 2014 Golden Geek Board Game of the Year Nominee",24,Best with 4 players,4554,7.89,1.38,422297
Goa,58,2004,"Auction/Bidding, Grid Movement, Hand Management, Press Your Luck","Economic, Farming, Nautical, Renaissance",Strategy Games,90 minutes,12 and up,12 and up,None,Some necessary text - easily memorized or small crib sheet,"2004 Deutscher Spiele Preis Best Family/Adult Game 3rd Place, 2004 International Gamers Awards - General Strategy, Multi-player Nominee, 2004 Japan Boardgame Prize Best Advanced Game Nominee, 2004 Meeples' Choice Award",24,Best with 4 players,8738,7.69,1.29,676559
Chaos in the Old World,59,2009,"Action Point Allowance System, Area Control / Area Influence, Area Movement, Dice Rolling","Fantasy, Fighting, Horror, Mythology","Strategy Games, Thematic Games",60120 minutes,13 and up,14 and up,Chaos in the Old World: The Horned Rat Expansion,Extensive use of text - massive conversion needed to be playable,"2010 Diana Jones Award for Excellence in Gaming Nominee, 2010 Golden Geek Best Board Game Artwork/Presentation Nominee, 2010 Golden Geek Best Innovative Board Game Nominee, 2010 Golden Geek Best Strategy Board Game Nominee",34,Best with 4 players,9175,7.70,1.45,934822
Summoner Wars: Master Set,60,2011,"Dice Rolling, Grid Movement, Hand Management, Variable Player Powers","Card Game, Fantasy, Fighting","Customizable Games, Strategy Games",30 minutes,9 and up,10 and up,"Summoner Wars: Bellor's Retribution Reinforcement Pack, Summoner Wars: Piclo's Magic Reinforcement Pack, Summoner Wars: Taliya's Spirit Reinforcement Pack",Moderate in-game text - needs crib sheet or paste ups,"2012 Golden Geek Best 2-Player Board Game Nominee, 2012 Golden Geek Best Card Game Nominee, 2012 International Gamers Award - General Strategy: Two-players Nominee",24,Best with 2 players,6998,7.75,1.46,479701
Legendary Encounters: An Alien Deck Building Game,61,2014,"Card Drafting, Co-operative Play, Deck / Pool Building","Card Game, Movies / TV / Radio theme, Science Fiction",Thematic Games,45 minutes,17 and up,14 and up,None,Moderate in-game text - needs crib sheet or paste ups,"2014 Golden Geek Best Card Game Nominee, 2014 Golden Geek Best Solo Board Game Nominee, 2014 Golden Geek Best Thematic Board Game Nominee, 2014 Golden Geek Board Game of the Year Nominee",15,Best with 3 players,3087,8.00,1.32,374699
Age of Steam,62,2002,"Auction/Bidding, Dice Rolling, Route/Network Building, Tile Placement","Economic, Trains, Transportation",Strategy Games,120 minutes,13 and up,14 and up,"Age of Steam Expansion #1: England & Ireland, Age of Steam Expansion #2: Western US and Germany, Age of Steam Expansion #3: Scandinavia and Korea, Age of Steam Expansion #4: France and Italy",Some necessary text - easily memorized or small crib sheet,"2002 Meeples' Choice Award, 2003 International Gamers Awards - General Strategy, Multi-player Nominee, 2003 International Gamers Awards - General Strategy, Multi-player Winner, 2003 Tric Trac Nominee",16,Best with 4 players,6140,7.73,1.65,765559
The Princes of Florence,63,2000,"Auction/Bidding, Tile Placement","City Building, Renaissance",Strategy Games,75100 minutes,12 and up,12 and up,"The Princes of Florence: The Muse and the Princess, Treasure Chest",Moderate in-game text - needs crib sheet or paste ups,"2000 Deutscher Spiele Preis Best Family/Adult Game 3rd Place, 2000 Meeples' Choice Award, 2001 International Gamers Awards - General Strategy, Multi-player, 2007 Juego del Ao Finalist",25,Best with 5 players,12168,7.63,1.34,737422
Sherlock Holmes Consulting Detective,64,1981,Co-operative Play,"Deduction, Murder/Mystery, Novel-based, Post-Napoleonic",Thematic Games,60120 minutes,10 and up,12 and up,"Sherlock Holmes Consulting Detective: The Mansion Murders, Sherlock Holmes & The Baby, Sherlock Holmes Consulente Investigativo: Omicidio a Porte Chiuse, Sherlock Holmes Consulting Detective: Adventures by Gaslight",Unplayable in another language,"1982 Charles S. Roberts Best Fantasy Board Game Nominee, 1982 Charles S. Roberts Best Fantasy Board Game Winner, 1985 Spiel des Jahres Winner, 2012 As d'Or - Jeu de l'Anne Prix du Jury Winner",18,Best with 12 players,4455,7.82,1.42,493652
Ticket to Ride: Europe,65,2005,"Card Drafting, Hand Management, Route/Network Building, Set Collection","Trains, Travel",Family Games,3060 minutes,8 and up,8 and up,"Les Aventuriers du rail  Lyon (fan expansion to Ticket to Ride), Les Aventuriers du rail en Belgique (fan expansion to Ticket to Ride), Bretagne (fan expansion for Ticket to Ride), Britain & Ireland (fan expansion to Ticket To Ride: Europe)",No necessary in-game text,"2005 International Gamers Awards - General Strategy, Multi-player, 2005 Japan Boardgame Prize Best Advanced Game Nominee, 2006 rets Spill Best Family Game Nominee, 2006 rets Spill Best Family Game Winner",25,Best with 4 players,26400,7.59,1.20,704078
Kemet,66,2012,"Area Control / Area Influence, Area Movement, Campaign / Battle Card Driven, Card Drafting","Ancient, Fighting, Miniatures, Mythology",Strategy Games,90120 minutes,13 and up,10 and up,"C3K: Creatures Crossover Cyclades/Kemet, Kemet: Ta-Seti",No necessary in-game text,None,25,Best with 45 players,5499,7.77,1.29,500365
Tichu,67,1991,"Betting/Wagering, Hand Management, Partnerships, Trick-taking",Card Game,Strategy Games,60 minutes,10 and up,12 and up,None,No necessary in-game text,"1992 Fairplay  la carte Winner, 1999 Fairplay  la carte Winner, 2006 Nederlandse Spellenprijs Nominee",36,Best with 4 players,9102,7.65,1.69,553954
Imperial Settlers,68,2014,"Card Drafting, Hand Management, Take That, Variable Player Powers","Ancient, Card Game, City Building, Civilization",Strategy Games,4590 minutes,10 and up,12 and up,"Imperial Settlers: Atlanteans, Imperial Settlers: Exploration Tiles, Imperial Settlers: The Watchers Guild, Imperial Settlers: Why Can't We Be Friends",Moderate in-game text - needs crib sheet or paste ups,"2014 Golden Geek Best 2-Player Board Game Nominee, 2014 Golden Geek Best Board Game Artwork & Presentation Nominee, 2014 Golden Geek Best Card Game Nominee, 2014 Golden Geek Best Solo Board Game Nominee",14,Best with 2 players,5769,7.75,1.30,534073
Cosmic Encounter,69,2008,"Hand Management, Partnerships, Variable Player Powers","Bluffing, Negotiation, Science Fiction, Space Exploration","Strategy Games, Thematic Games",60120 minutes,12 and up,10 and up,"Cosmic Encounter: Cosmic Alliance, Cosmic Encounter: Cosmic Conflict, Cosmic Encounter: Cosmic Dominion, Cosmic Encounter: Cosmic Incursion",Extensive use of text - massive conversion needed to be playable,"2009 Golden Geek Best Board Game Artwork/Presentation Nominee, 2009 Golden Geek Best Gamers' Board Game Nominee",35,Best with 5 players,13950,7.61,1.68,975579
Splendor,70,2014,"Card Drafting, Set Collection","Card Game, Economic, Renaissance",Family Games,30 minutes,10 and up,8 and up,"Brettspiel Adventskalender 2015, Splendor: Nobles Promo Tiles",No necessary in-game text,"2014 Golden Geek Best Board Game Artwork & Presentation Nominee, 2014 Golden Geek Best Family Board Game Nominee, 2014 Golden Geek Best Family Board Game Winner, 2014 Golden Geek Board Game of the Year Nominee",24,Best with 3 players,14300,7.60,1.24,509513
Go,71,-2200,Area Enclosure,Abstract Strategy,Abstract Games,90 minutes,8 and up,5 and up,Tsunami sur le Goban,No necessary in-game text,None,2,Best with 2 players,9765,7.70,1.91,484258
Hannibal: Rome vs. Carthage,72,1996,"Area Control / Area Influence, Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement","Ancient, Political, Wargame",Wargames,40200 minutes,12 and up,14 and up,Hamilcar: First Punic War,Extensive use of text - massive conversion needed to be playable,"2008 Golden Geek Best 2-Player Board Game Nominee, 2008 Golden Geek Best 2-Player Board Game Winner, 2008 Golden Geek Best Wargame Nominee, 2008 Golden Geek Best Wargame Winner",2,Best with 2 players,3991,7.83,1.52,832579
The Lord of the Rings: The Card Game,73,2011,"Co-operative Play, Hand Management, Variable Player Powers","Card Game, Fantasy, Novel-based",Customizable Games,60 minutes,13 and up,12 and up,"The Lord of the Rings: The Card Game - The Battle of Carn Dm, The Lord of the Rings: The Card Game  A Journey to Rhosgobel, The Lord of the Rings: The Card Game  Across the Ettenmoors, The Lord of the Rings: The Card Game  Assault on Osgiliath",Extensive use of text - massive conversion needed to be playable,"2011 Golden Geek Best 2-Player Board Game Nominee, 2011 Golden Geek Best Board Game Artwork/Presentation Nominee, 2011 Golden Geek Best Card Game Nominee, 2011 Golden Geek Best Thematic Board Game Nominee",12,Best with 2 players,11393,7.64,1.50,2134632
Codenames,74,2015,"Memory, Partnerships, Pattern Recognition, Press Your Luck","Deduction, Party Game, Spies/Secret Agents, Word Game",Party Games,15 minutes,14 and up,12 and up,None,Unplayable in another language,None,28,"Best with 6, 8 players",2504,8.03,1.24,166049
Patchwork,75,2014,"Card Drafting, Tile Placement, Time Track",Abstract Strategy,"Abstract Games, Family Games",1530 minutes,8 and up,8 and up,None,No necessary in-game text,"2014 Golden Geek Best 2-Player Board Game Nominee, 2014 Golden Geek Best Abstract Board Game Nominee, 2014 Golden Geek Best Abstract Board Game Winner, 2014 Meeples' Choice Nominee",2,Best with 2 players,3678,7.85,1.04,144265
Hansa Teutonica,76,2009,"Action Point Allowance System, Area Control / Area Influence, Point to Point Movement, Route/Network Building",Renaissance,Strategy Games,4590 minutes,12 and up,12 and up,"Hansa Teutonica: Britannia, Hansa Teutonica: East Expansion",No necessary in-game text,"2009 Meeples' Choice Award, 2010 Golden Geek Best Innovative Board Game Nominee, 2010 Golden Geek Best Strategy Board Game Winner, 2010 Golden Geek Board Game of the Year Winner",25,Best with 5 players,6793,7.65,1.38,508479
Lewis & Clark,77,2013,"Card Drafting, Deck / Pool Building, Hand Management, Worker Placement","American West, Exploration, Racing",Strategy Games,120 minutes,14 and up,12 and up,"Lewis & Clark: Bauza & Cathala, Lewis & Clark: Benjamin Bord, Lewis & Clark: Cdrick Chaboussit, Lewis & Clark: Martin Wallace",No necessary in-game text,"2013 Golden Geek Best Board Game Artwork/Presentation Nominee, 2013 Golden Geek Best Innovative Board Game Nominee, 2013 Meeples' Choice Nominee, 2014 As d'Or - Jeu de l'Anne Nominee",15,Best with 3 players,5846,7.70,1.24,434977
Village,78,2011,"Set Collection, Worker Placement","Farming, Medieval",Strategy Games,6090 minutes,12 and up,12 and up,"Village Inn, Village Port, Village: Customer Expansion, Village: Customer Expansion 2",No necessary in-game text,"2011 Jogo do Ano Nominee, 2012 Deutscher Spiele Preis Best Family/Adult Game Winner, 2012 Golden Geek Best Family Board Game Nominee, 2012 Golden Geek Best Innovative Board Game Nominee",24,Best with 4 players,10022,7.60,1.17,567768
Runewars,79,2010,"Area Control / Area Influence, Area Movement, Auction/Bidding, Modular Board","Adventure, Fantasy, Fighting, Wargame","Strategy Games, Thematic Games",180 minutes,14 and up,14 and up,"Descent / Runebound / Runewars Figure: Jonas the Kind, Descent / Runebound / Runewars Figure: Nara The Fang, Descent / Runebound / Runewars Figure: Tobin Farslayer, Descent / Runebound / Runewars Figure: Truthseer Kel",Extensive use of text - massive conversion needed to be playable,"2010 Charles S. Roberts Best Science-Fiction or Fantasy Board Wargame Nominee, 2010 Golden Geek Best Thematic Board Game Nominee, 2011 JoTa Best Artwork Nominee, 2011 JoTa Best Heavy Board Game Nominee",24,Best with 4 players,5488,7.76,1.49,1052759
Space Alert,80,2008,"Action / Movement Programming, Area Movement, Co-operative Play, Hand Management","Electronic, Real-time, Science Fiction, Space Exploration",Thematic Games,30 minutes,12 and up,12 and up,"Little Duckling (fan expansion for Space Alert), Space Alert: The New Frontier",Moderate in-game text - needs crib sheet or paste ups,"2009 Golden Geek Best Board Game Artwork/Presentation Nominee, 2009 Golden Geek Best Gamers' Board Game Nominee, 2009 Golden Geek Best Innovative Board Game Nominee, 2009 Golden Geek Best Innovative Board Game Winner",15,Best with 45 players,9932,7.60,1.55,876045
Shogun,81,2006,"Action / Movement Programming, Area Control / Area Influence, Area Movement, Auction/Bidding","Economic, Territory Building",Strategy Games,150 minutes,12 and up,12 and up,Shogun: Tenno's Court,No necessary in-game text,"2006 Jogo do Ano Nominee, 2007 Golden Geek Best Board Game Artwork/Presentation Nominee, 2007 Golden Geek Best Gamer's Board Game Nominee, 2007 Golden Geek Best Gamer's Board Game Winner",35,Best with 45 players,9161,7.61,1.35,820221
Age of Empires III: The Age of Discovery,82,2007,"Area Control / Area Influence, Set Collection, Worker Placement","Civilization, Exploration, Renaissance, Video Game Theme",Strategy Games,90120 minutes,10 and up,12 and up,"Empires: Builder Expansion, Glenn Drover's Empires: Age of Discovery  Plague Promo",Some necessary text - easily memorized or small crib sheet,"2007 Golden Geek Best Board Game Artwork/Presentation Nominee, 2007 Golden Geek Best Gamer's Board Game Nominee, 2007 International Gamers Awards - General Strategy, Multi-player Nominee, 2007 Origins Awards Historical Board Game of the Year Winner",25,Best with 45 players,8020,7.62,1.35,854301
